,route_name,route_link,busname,bustype,departing_time,duration,reaching_time,star_rating,price,seats_available
547,Kozhikode to Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,A1 Travels,NON A/C Semi Sleeper (2+2),21:00:00,09h 00m,06:00:00,3.7,550,32
548,Kozhikode to Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,A1 Travels,Bharat Benz A/C Seater /Sleeper (2+1),22:15:00,07h 30m,05:45:00,2.1,750,33
549,Kozhikode to Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),23:15:00,08h 00m,07:15:00,2.2,1200,22
550,Kozhikode to Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,Madhavi Travels,Volvo A/C Semi Sleeper (2+2),23:30:00,08h 00m,07:30:00,3.2,999,33
551,Kozhikode to Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,A1 Travels,Bharat Benz A/C Sleeper (2+1),23:30:00,08h 30m,08:00:00,2.7,1000,32
552,Kozhikode to Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,A1 Travels,Bharat Benz A/C Seater /Sleeper (2+1),22:30:00,07h 30m,06:00:00,2.3,800,40
553,Kozhikode to Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,Madhavi Travels,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),23:30:00,08h 00m,07:30:00,2.9,999,43
554,Kozhikode to Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,EMERALD TRAVELS,Bharat Benz A/C Semi Sleeper (2+2),21:55:00,08h 35m,06:30:00,2.6,800,30
555,Kozhikode to Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,Galaxy Tours,2+1 Air Suspension A/C Seater / Sleeper,21:45:00,08h 45m,06:30:00,2.4,750,41
556,Kozhikode to Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,Galaxy Tours,A/C Semi Sleeper (2+2),21:45:00,08h 45m,06:30:00,2.5,800,21
557,Kozhikode to Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,EMERALD TRAVELS,A/C Sleeper (2+1),21:55:00,08h 35m,06:30:00,2.4,1000,22
558,Kozhikode to Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,Balaji Tourist,Volvo Multi-Axle A/C Semisleeper (2+2),22:00:00,11h 00m,09:00:00,1.3,3000,43
559,Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,DLT BUS,A/C Sleeper (2+1),22:30:00,07h 00m,05:30:00,4.2,1099,22
560,Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,MMK Travels,VE A/C Seater / Sleeper (2+1),22:30:00,07h 00m,05:30:00,4.4,800,26
561,Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,DLT BUS,A/C Sleeper (2+1),22:30:00,06h 50m,05:20:00,4.4,1099,22
562,Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,Silver Line Travels,NON A/C Semi Sleeper (2+2),22:00:00,06h 20m,04:20:00,4.5,699,36
563,Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,Suraj Holidays,VE A/C Sleeper (2+1),22:30:00,07h 45m,06:15:00,4.4,900,25
564,Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,MMK Travels,VE A/C Seater / Sleeper (2+1),22:30:00,07h 15m,05:45:00,3.9,800,26
565,Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,Kyros Connect,Bharat Benz A/C Semi Sleeper (2+2),23:00:00,08h 20m,07:20:00,4.4,599,40
566,Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,CHANCHALAS TOURS AND TRAVELS,A/C Semi Sleeper (2+2),07:00:00,06h 40m,13:40:00,4.4,799,39
567,Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,SAAM BUS,A/C Classy Seater (2+2),08:00:00,05h 45m,13:45:00,0.0,700,25
568,Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,SAAM BUS,A/C Classy Seater (2+2),08:00:00,05h 46m,13:46:00,0.0,700,25
569,Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,Suraj Holidays,VE A/C Sleeper (2+1),22:30:00,07h 45m,06:15:00,4.3,900,25
570,Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),22:00:00,07h 25m,05:25:00,3.8,899,23
571,Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,Kyros Connect,Bharat Benz A/C Semi Sleeper (2+2),23:00:00,08h 30m,07:30:00,3.9,599,40
572,Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,A1 Travels,Non A/C Seater / Sleeper (2+1),21:00:00,08h 00m,05:00:00,3.6,600,35
573,Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,DA Transports,A/C Sleeper (2+1),21:45:00,06h 30m,04:15:00,3.6,700,30
574,Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,SURAJ TRAVEL HOUSE,VE A/C Seater / Sleeper (2+1),21:00:00,08h 15m,05:15:00,4.4,800,34
575,Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,CHANCHALAS TOURS AND TRAVELS,A/C Semi Sleeper (2+2),07:00:00,06h 45m,13:45:00,3.6,759,39
576,Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,SKS Tourist Corporation (REGD),Non A/C Seater / Sleeper (2+1),21:15:00,07h 10m,04:25:00,4.2,849,36
577,Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,SKS Tourist Corporation (REGD),A/C Sleeper (2+1),21:00:00,07h 45m,04:45:00,2.6,899,21
578,Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,Orange Tours And Travels,Bharat Benz A/C Sleeper (2+1),02:30:00,05h 15m,07:45:00,1.2,3000,11
579,Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,P K Travels,NON A/C Seater / Sleeper (3+1),21:30:00,06h 30m,04:00:00,3.8,900,37
580,Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),03:00:00,05h 40m,08:40:00,3.8,1800,13
581,Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,A1 Travels,A/C Seater / Sleeper (2+1),22:30:00,06h 30m,05:00:00,3.6,650,33
582,Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,SKS Tourist Corporation (REGD),A/C Sleeper (2+1),21:00:00,07h 20m,04:20:00,3.2,899,21
583,Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,SKS Tourist Corporation (REGD),Non A/C Seater / Sleeper (2+1),21:15:00,07h 05m,04:20:00,3.2,849,40
584,Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),03:00:00,05h 41m,08:41:00,3.2,1800,13
585,Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,Bharathi Travels,A/C Sleeper (2+1),02:30:00,07h 00m,09:30:00,3.1,2190,27
586,Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,Vijay Lines,A/C Seater / Sleeper (2+1),22:20:00,06h 25m,04:45:00,1.9,555,30
587,Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,LEGEND HOLIDAYS,Bharat Benz A/C Semi Sleeper (2+2),21:20:00,07h 10m,04:30:00,0.0,599,27
588,Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,A1 Travels,A/C Seater / Sleeper (2+1),20:00:00,08h 30m,04:30:00,3.6,700,35
589,Mysore to Kozhikode,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,MMK Travels,VE A/C Seater / Sleeper (2+1),00:30:00,07h 00m,07:30:00,3.4,850,26
590,Mysore to Kozhikode,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,Kyros Connect,Bharat Benz A/C Semi Sleeper (2+2),04:00:00,05h 00m,09:00:00,4.6,799,40
591,Mysore to Kozhikode,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,LIYAS TOURS,Bharat Benz A/C Sleeper (2+1),17:25:00,05h 40m,23:05:00,4.5,599,23
592,Mysore to Kozhikode,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,A1 Travels,Bharat Benz A/C Sleeper (2+1),17:30:00,06h 00m,23:30:00,3.3,600,33
593,Mysore to Kozhikode,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,Suraj Holidays,NON AC Seater / Sleeper 2+1,23:00:00,07h 00m,06:00:00,4.2,750,28
594,Mysore to Kozhikode,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,A1 Travels,Bharat Benz A/C Seater /Sleeper (2+1),23:30:00,06h 15m,05:45:00,3.0,700,40
595,Mysore to Kozhikode,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,A1 Travels,A/C Seater / Sleeper (2+1),23:45:00,06h 45m,06:30:00,3.3,650,32
596,Mysore to Kozhikode,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,NS Transports,Non A/C Seater / Sleeper (2+1),00:10:00,06h 00m,06:10:00,4.2,800,41
597,Mysore to Kozhikode,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,NS Transports,Non A/C Seater / Sleeper (2+1),00:30:00,06h 00m,06:30:00,4.2,800,34
598,Mysore to Kozhikode,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,National travels and logistics,NON A/C Sleeper (2+1),00:40:00,05h 50m,06:30:00,3.5,749,21
599,Mysore to Kozhikode,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,Sam Tourist,NON AC Seater / Sleeper 2+1,00:45:00,06h 20m,07:05:00,4.0,599,37
600,Mysore to Kozhikode,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),17:30:00,05h 46m,23:16:00,2.5,800,23
601,Mysore to Kozhikode,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,SAAM BUS,VE A/C Sleeper (2+1),00:30:00,06h 15m,06:45:00,4.3,1050,13
602,Mysore to Kozhikode,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,DA Transports,A/C Sleeper (2+1),00:35:00,06h 25m,07:00:00,3.6,2999,30
603,Mysore to Kozhikode,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,National travels and logistics,A/C Sleeper (2+1),01:00:00,06h 00m,07:00:00,3.5,949,22
604,Mysore to Kozhikode,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,Bharathi Travels,A/C Sleeper (2+1),05:00:00,05h 00m,10:00:00,3.1,2190,30
605,Mysore to Kozhikode,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,Orange Tours And Travels,Bharat Benz A/C Sleeper (2+1),05:30:00,04h 30m,10:00:00,3.2,2000,29
606,Mysore to Kozhikode,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,SKS Tours & Travels,A/C Sleeper (2+1),23:50:00,05h 50m,05:40:00,3.6,899,26
607,Mysore to Kozhikode,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,SKS Tourist Corporation (REGD),A/C Sleeper (2+1),23:55:00,05h 35m,05:30:00,3.6,899,21
608,Mysore to Kozhikode,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,NS Transports,VE A/C Sleeper (2+1),00:45:00,06h 45m,07:30:00,4.2,1100,35
609,Mysore to Kozhikode,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),05:20:00,05h 40m,11:00:00,2.5,1700,29
610,Mysore to Kozhikode,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,Ravina Travels (Regd),A/C Sleeper (2+1),07:00:00,06h 00m,13:00:00,2.9,2159,34
611,Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,Kyros Connect,Bharat Benz A/C Semi Sleeper (2+2),13:55:00,06h 50m,20:45:00,4.4,799,19
612,Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,MMK Travels,VE A/C Seater / Sleeper (2+1),23:45:00,06h 15m,06:00:00,4.5,1799,22
613,Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,DLT BUS,A/C Sleeper (2+1),23:45:00,06h 45m,06:30:00,4.0,1999,23
614,Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,Silver Line Travels,NON A/C Semi Sleeper (2+2),22:45:00,07h 00m,05:45:00,4.2,999,16
615,Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,CHANCHALAS TOURS AND TRAVELS,A/C Semi Sleeper (2+2),17:30:00,06h 45m,00:15:00,4.8,759,39
616,Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,Kyros Connect,Bharat Benz A/C Semi Sleeper (2+2),13:57:00,06h 48m,20:45:00,3.6,799,19
617,Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,MMK Travels,VE A/C Seater / Sleeper (2+1),23:45:00,06h 15m,06:00:00,4.3,1799,23
618,Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,Suraj Holidays,VE A/C Sleeper (2+1),23:58:00,07h 17m,07:15:00,3.8,1500,18
619,Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,DA Transports,A/C Sleeper (2+1),23:50:00,06h 55m,06:45:00,4.0,1299,28
620,Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,A1 Travels,Non A/C Seater / Sleeper (2+1),23:10:00,07h 20m,06:30:00,3.3,1100,6
621,Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,DA Transports,A/C Sleeper (2+1),23:50:00,06h 55m,06:45:00,4.0,1299,28
622,Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,SKS Tourist Corporation (REGD),Non A/C Seater / Sleeper (2+1),23:45:00,05h 45m,05:30:00,4.7,1399,6
623,Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,DLT BUS,A/C Sleeper (2+1),23:59:00,06h 31m,06:30:00,3.8,1999,24
624,Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,SKS Tourist Corporation (REGD),A/C Sleeper (2+1),23:50:00,06h 40m,06:30:00,2.9,1799,28
625,Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,Suraj Holidays,VE A/C Sleeper (2+1),23:59:00,07h 16m,07:15:00,3.1,1500,22
626,Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,Orange Tours And Travels,Bharat Benz A/C Sleeper (2+1),16:45:00,06h 45m,23:30:00,2.7,2200,28
627,Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,SKS Tourist Corporation (REGD),A/C Sleeper (2+1),23:55:00,06h 35m,06:30:00,2.9,1799,28
628,Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,SKS Tourist Corporation (REGD),Non A/C Seater / Sleeper (2+1),23:45:00,05h 45m,05:30:00,2.9,1399,6
629,Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,Orange Tours And Travels,Bharat Benz A/C Sleeper (2+1),16:30:00,07h 00m,23:30:00,2.0,2300,25
630,Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,Bharathi Travels,A/C Sleeper (2+1),17:00:00,06h 30m,23:30:00,1.6,2500,27
631,Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,Bharathi Travels,A/C Sleeper (2+1),17:20:00,06h 10m,23:30:00,1.5,2400,20
632,Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),15:50:00,07h 20m,23:10:00,4.1,2150,20
633,Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,CHANCHALAS TOURS AND TRAVELS,A/C Semi Sleeper (2+2),17:35:00,06h 40m,00:15:00,3.9,799,37
634,Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,A1 Travels,A/C Seater / Sleeper (2+1),22:30:00,07h 00m,05:30:00,3.3,1100,8
635,Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,SURAJ TRAVEL HOUSE,VE A/C Seater / Sleeper (2+1),22:30:00,07h 30m,06:00:00,3.5,999,29
636,Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),15:50:00,07h 20m,23:10:00,3.2,2150,22
637,Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,Ravina Travels (Regd),A/C Sleeper (2+1),16:50:00,06h 45m,23:35:00,4.5,1599,23
638,Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,SURAJ TRAVEL HOUSE,VE A/C Seater / Sleeper (2+1),23:00:00,07h 00m,06:00:00,2.6,999,29
639,Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,DA Transports,A/C Sleeper (2+1),00:00:00,07h 45m,07:45:00,4.0,1499,31
640,Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,Suraj Holidays,VE A/C Sleeper (2+1),00:28:00,07h 17m,07:45:00,3.7,2300,36
641,Kozhikode to Thrissur,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,Madhavi Travels,A/C Semi Sleeper (2+2),00:15:00,03h 45m,04:00:00,4.0,999,5
642,Kozhikode to Thrissur,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,Ubc travels,A/C Semi Sleeper (2+2),00:25:00,02h 35m,03:00:00,3.8,700,5
643,Kozhikode to Thrissur,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,Madhavi Travels,A/C Seater (2+2),00:45:00,03h 20m,04:05:00,4.0,999,6
644,Kozhikode to Thrissur,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,Adrin Travels,A/C Seater/Sleeper (2+1),01:20:00,03h 00m,04:20:00,3.9,1000,41
645,Kozhikode to Thrissur,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,Ubc travels,A/C Seater/Sleeper (2+1),01:45:00,02h 00m,03:45:00,3.8,900,12
646,Kozhikode to Thrissur,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),02:01:00,03h 00m,05:01:00,3.2,1000,23
647,Kozhikode to Thrissur,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,EMERALD TRAVELS,Bharat Benz A/C Semi Sleeper (2+2),21:55:00,02h 35m,00:30:00,3.1,762,37
648,Kozhikode to Thrissur,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,EMERALD TRAVELS,A/C Sleeper (2+1),21:55:00,02h 35m,00:30:00,3.1,1000,30
649,Kozhikode to Thrissur,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,BLM Transports,A/C Sleeper (2+1),22:00:00,03h 00m,01:00:00,3.9,1131,20
650,Kozhikode to Thrissur,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,Madhavi Travels,A/C Sleeper (2+1),22:20:00,02h 50m,01:10:00,4.0,999,16
651,Kozhikode to Thrissur,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),23:15:00,02h 26m,01:41:00,3.2,1050,23
652,Kozhikode to Thrissur,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,A1 Travels,Bharat Benz A/C Sleeper (2+1),23:30:00,02h 00m,01:30:00,3.3,1000,32
653,Kozhikode to Thrissur,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,Madhavi Travels,Volvo A/C Semi Sleeper (2+2),23:30:00,01h 40m,01:10:00,4.0,999,41
654,Kozhikode to Thrissur,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,Madhavi Travels,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),23:30:00,01h 40m,01:10:00,4.0,999,43
655,Kozhikode to Thrissur,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,Madhavi Travels,Volvo A/C Semi Sleeper (2+2),23:30:00,02h 25m,01:55:00,4.0,999,33
656,Kozhikode to Thrissur,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,Surya Connect,Volvo A/C Semi Sleeper (2+2),23:55:00,03h 40m,03:35:00,4.3,630,31
657,Kozhikode to Thrissur,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,UFO Bus,Volvo Multi-Axle B9R A/c Semi Sleeper (2+2),23:55:00,03h 35m,03:30:00,4.0,630,35
658,Kozhikode to Thrissur,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,Cochin Express,A/C Seater Push Back (2+2),23:55:00,03h 40m,03:35:00,4.1,700,41
659,Kozhikode to Thrissur,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,Cochin Express,A/C Sleeper (2+1),23:59:00,03h 31m,03:30:00,4.1,850,10
660,Kozhikode to Thrissur,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,Cochin Express,Volvo Multi-Axle B9R A/c Semi Sleeper (2+2),23:59:00,03h 31m,03:30:00,4.1,700,33
661,Kozhikode to Thrissur,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,Kalpaka Travels 1,A/C Semi Sleeper (2+2),23:59:00,03h 41m,03:40:00,4.0,600,36
662,Kozhikode to Thrissur,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,Kalpaka Travels 1,A/C Sleeper (2+1),23:59:00,03h 46m,03:45:00,4.0,800,30
663,Kozhikode to Thrissur,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,Arya Travels,A/C Sleeper (2+1),23:59:00,03h 16m,03:15:00,3.1,999,21
664,Kozhikode to Thrissur,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,Arya Travels,Volvo Multi-Axle A/C Semi Sleeper (2+2),23:59:00,03h 31m,03:30:00,3.1,699,19
665,Kozhikode to Thrissur,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,Galaxy Tours,A/C Semi Sleeper (2+2),21:45:00,01h 59m,23:44:00,2.9,800,21
666,Kozhikode to Thrissur,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,Galaxy Tours,2+1 Air Suspension A/C Seater / Sleeper,21:45:00,03h 00m,00:45:00,2.9,750,41
667,Hyderabad to Srisailam,https://www.redbus.in/bus-tickets/hyderabad-to-srisailam,TSRTC - 1268,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",03:00:00,07h 00m,10:00:00,4.5,442,30
668,Hyderabad to Srisailam,https://www.redbus.in/bus-tickets/hyderabad-to-srisailam,TSRTC - 1290,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",03:20:00,07h 00m,10:20:00,3.9,442,28
669,Hyderabad to Srisailam,https://www.redbus.in/bus-tickets/hyderabad-to-srisailam,TSRTC - 9641,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",03:30:00,07h 10m,10:40:00,4.0,442,31
670,Hyderabad to Srisailam,https://www.redbus.in/bus-tickets/hyderabad-to-srisailam,TSRTC - 1393,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",03:30:00,06h 00m,09:30:00,4.7,442,31
671,Hyderabad to Srisailam,https://www.redbus.in/bus-tickets/hyderabad-to-srisailam,TSRTC - 1225,Rajdhani (AC Semi Sleeper 2+2),04:00:00,06h 00m,10:00:00,4.2,524,26
672,Hyderabad to Srisailam,https://www.redbus.in/bus-tickets/hyderabad-to-srisailam,TSRTC - 1270,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",04:40:00,07h 00m,11:40:00,4.8,442,31
673,Hyderabad to Srisailam,https://www.redbus.in/bus-tickets/hyderabad-to-srisailam,TSRTC - 9605,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",04:45:00,07h 55m,12:40:00,3.6,442,29
674,Hyderabad to Srisailam,https://www.redbus.in/bus-tickets/hyderabad-to-srisailam,TSRTC - 1214,Rajdhani (AC Semi Sleeper 2+2),05:00:00,06h 00m,11:00:00,4.0,524,27
675,Hyderabad to Srisailam,https://www.redbus.in/bus-tickets/hyderabad-to-srisailam,TSRTC - 1238,Rajdhani (AC Semi Sleeper 2+2),05:00:00,07h 00m,12:00:00,4.5,524,27
676,Hyderabad to Srisailam,https://www.redbus.in/bus-tickets/hyderabad-to-srisailam,TSRTC - 1309,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",05:20:00,07h 00m,12:20:00,4.4,442,31
677,Hyderabad to Srisailam,https://www.redbus.in/bus-tickets/hyderabad-to-srisailam,TSRTC - 1242,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",05:20:00,08h 20m,13:40:00,4.4,442,25
678,Hyderabad to Srisailam,https://www.redbus.in/bus-tickets/hyderabad-to-srisailam,TSRTC - 9633,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",06:20:00,07h 00m,13:20:00,3.8,442,29
679,Hyderabad to Srisailam,https://www.redbus.in/bus-tickets/hyderabad-to-srisailam,TSRTC - 9607,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",06:25:00,08h 15m,14:40:00,4.3,442,31
680,Hyderabad to Srisailam,https://www.redbus.in/bus-tickets/hyderabad-to-srisailam,TSRTC - 1240,Rajdhani (AC Semi Sleeper 2+2),07:00:00,06h 00m,13:00:00,4.3,524,27
681,Hyderabad to Srisailam,https://www.redbus.in/bus-tickets/hyderabad-to-srisailam,TSRTC - 1248,Rajdhani (AC Semi Sleeper 2+2),07:00:00,07h 00m,14:00:00,4.4,524,26
