,route_name,route_link,busname,bustype,departing_time,duration,reaching_time,star_rating,price,seats_available
408,Manali to Delhi,https://www.redbus.in/bus-tickets/manali-to-delhi,SWAGATAM TOUR HOLIDAY,Volvo AC Seater (2+2),19:00:00,12h 00m,07:00:00,0.0,2199,41
409,Manali to Delhi,https://www.redbus.in/bus-tickets/manali-to-delhi,VT Bus,Scania Multi-Axle AC Semi Sleeper (2+2),17:30:00,11h 00m,04:30:00,0.0,891,40
410,Manali to Delhi,https://www.redbus.in/bus-tickets/manali-to-delhi,PAL Travel Lines,Volvo A/C Semi Sleeper (2+2),18:25:00,10h 30m,04:55:00,3.0,809,28
411,Manali to Delhi,https://www.redbus.in/bus-tickets/manali-to-delhi,Sonu Nath Bus Service,VE A/C Semi Sleeper (2+2),18:30:00,11h 15m,05:45:00,0.0,2500,49
412,Manali to Delhi,https://www.redbus.in/bus-tickets/manali-to-delhi,SIDDHI VINAYAK TRAVELS,Volvo A/C B11R Multi Axle Semi Sleeper (2+2),17:30:00,13h 00m,06:30:00,2.9,699,39
413,Manali to Delhi,https://www.redbus.in/bus-tickets/manali-to-delhi,Aarohi Travels,VE A/C Seater (2+2),18:00:00,11h 53m,05:53:00,0.0,2380.95,49
414,Manali to Delhi,https://www.redbus.in/bus-tickets/manali-to-delhi,Zingbus Plus,Scania A/C Semi Sleeper (2+2),19:30:00,10h 45m,06:15:00,4.4,728,29
415,Manali to Delhi,https://www.redbus.in/bus-tickets/manali-to-delhi,Zingbus Plus,Volvo A/C Semi Sleeper (2+2),19:05:00,11h 05m,06:10:00,4.1,871,31
416,Manali to Delhi,https://www.redbus.in/bus-tickets/manali-to-delhi,Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),20:20:00,11h 10m,07:30:00,3.9,700,49
417,Manali to Delhi,https://www.redbus.in/bus-tickets/manali-to-delhi,City Land Travels,Volvo A/C Semi Sleeper (2+2),11:15:00,11h 45m,23:00:00,2.6,853,30
418,Manali to Delhi,https://www.redbus.in/bus-tickets/manali-to-delhi,City Land Travels,Volvo A/C B11R Multi Axle Semi Sleeper (2+2),19:30:00,10h 55m,06:25:00,3.4,746,49
419,Manali to Delhi,https://www.redbus.in/bus-tickets/manali-to-delhi,Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),19:00:00,11h 20m,06:20:00,3.9,799,49
420,Manali to Delhi,https://www.redbus.in/bus-tickets/manali-to-delhi,Reo India Travels,Volvo A/C B11R Multi Axle Semi Sleeper (2+2),19:25:00,10h 55m,06:20:00,3.8,757,39
421,Manali to Delhi,https://www.redbus.in/bus-tickets/manali-to-delhi,City Land Travels,Volvo A/C Semi Sleeper (2+2),22:35:00,10h 40m,09:15:00,4.2,799,35
422,Manali to Delhi,https://www.redbus.in/bus-tickets/manali-to-delhi,Deltin Travels,Volvo 9600 A/C Semi Sleeper (2+2),17:00:00,11h 10m,04:10:00,3.7,700,36
423,Manali to Delhi,https://www.redbus.in/bus-tickets/manali-to-delhi,Deltin Travels,Scania Multi-Axle AC Semi Sleeper (2+2),22:00:00,10h 00m,08:00:00,3.7,770,40
424,Manali to Delhi,https://www.redbus.in/bus-tickets/manali-to-delhi,Deltin Travels,Scania Multi-Axle AC Semi Sleeper (2+2),19:30:00,10h 30m,06:00:00,3.6,700,36
425,Manali to Delhi,https://www.redbus.in/bus-tickets/manali-to-delhi,Reo India Travels,Volvo A/C Semi Sleeper (2+2),17:25:00,10h 55m,04:20:00,4.0,757,23
426,Manali to Delhi,https://www.redbus.in/bus-tickets/manali-to-delhi,City Land Travels,Volvo A/C Semi Sleeper (2+2),08:15:00,11h 45m,20:00:00,3.0,889,27
427,Manali to Delhi,https://www.redbus.in/bus-tickets/manali-to-delhi,TANISHQ HOLIDAYS TOUR,Volvo A/C Semi Sleeper (2+2),18:00:00,12h 00m,06:00:00,3.5,1104,41
428,Manali to Delhi,https://www.redbus.in/bus-tickets/manali-to-delhi,Himalayan Nomad Ktc,Volvo A/C Semi Sleeper (2+2),20:30:00,11h 15m,07:45:00,3.9,1434,41
429,Aligarh (uttar pradesh) to Delhi,https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-delhi,UPSRTC - ORI0122,Ordinary Non AC Seater 2+3,02:15:00,03h 45m,06:00:00,3.3,255,52
430,Aligarh (uttar pradesh) to Delhi,https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-delhi,UPSRTC - ALI0005,Janrath AC Seater 2+3,05:30:00,02h 30m,08:00:00,4.7,263,41
431,Aligarh (uttar pradesh) to Delhi,https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-delhi,UPSRTC - ALI0173,Janrath AC Seater 2+2,05:59:00,03h 01m,09:00:00,3.3,304,15
432,Aligarh (uttar pradesh) to Delhi,https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-delhi,UPSRTC - KSN0191,Janrath AC Seater 2+2,07:15:00,03h 16m,10:31:00,3.3,333,34
433,Aligarh (uttar pradesh) to Delhi,https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-delhi,UPSRTC - ALI0008,Janrath AC Seater 2+2,08:00:00,03h 00m,11:00:00,3.9,304,22
434,Aligarh (uttar pradesh) to Delhi,https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-delhi,UPSRTC - ALI0056,Ordinary Non AC Seater 2+3,08:20:00,02h 55m,11:15:00,3.3,203,51
435,Aligarh (uttar pradesh) to Delhi,https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-delhi,UPSRTC - ALI0052,Ordinary Non AC Seater 2+3,08:39:00,03h 01m,11:40:00,3.3,203,52
436,Aligarh (uttar pradesh) to Delhi,https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-delhi,UPSRTC - ALI0053,Ordinary Non AC Seater 2+3,09:10:00,03h 00m,12:10:00,3.3,203,50
437,Aligarh (uttar pradesh) to Delhi,https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-delhi,UPSRTC - ALI0054,Ordinary Non AC Seater 2+3,09:40:00,03h 00m,12:40:00,3.3,203,52
438,Aligarh (uttar pradesh) to Delhi,https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-delhi,UPSRTC - ALI0055,Ordinary Non AC Seater 2+3,09:55:00,03h 00m,12:55:00,3.3,203,52
439,Aligarh (uttar pradesh) to Delhi,https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-delhi,UPSRTC - ALI0007,Janrath AC Seater 2+3,12:30:00,03h 00m,15:30:00,4.0,263,27
440,Aligarh (uttar pradesh) to Delhi,https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-delhi,UPSRTC - KSN0189,Janrath AC Seater 2+3,22:45:00,03h 16m,02:01:00,3.3,291,46
441,Delhi to Bareilly,https://www.redbus.in/bus-tickets/delhi-to-bareilly,R S YADAV SMART BUS PRIVATE LIMITED,VE A/C Sleeper (2+1),22:15:00,06h 00m,04:15:00,4.0,899,29
442,Delhi to Bareilly,https://www.redbus.in/bus-tickets/delhi-to-bareilly,Vijay Tour and Travels,A/C Seater / Sleeper (2+1),02:20:00,04h 50m,07:10:00,2.7,849,7
443,Delhi to Bareilly,https://www.redbus.in/bus-tickets/delhi-to-bareilly,New Khaira TPT,AC Sleeper (2+1),20:30:00,06h 20m,02:50:00,3.3,1000,30
444,Delhi to Bareilly,https://www.redbus.in/bus-tickets/delhi-to-bareilly,New Khaira Transport,A/C Seater / Sleeper (2+1),20:40:00,06h 50m,03:30:00,1.9,700,15
445,Delhi to Bareilly,https://www.redbus.in/bus-tickets/delhi-to-bareilly,Vijay Tour and Travels,A/C Seater / Sleeper (2+1),03:50:00,04h 40m,08:30:00,3.4,799,28
446,Delhi to Bareilly,https://www.redbus.in/bus-tickets/delhi-to-bareilly,New Khaira Transport,A/C Seater / Sleeper (2+2),21:00:00,06h 30m,03:30:00,2.1,500,40
447,Delhi to Bareilly,https://www.redbus.in/bus-tickets/delhi-to-bareilly,Rahul Travels,AshokLeyland Stile A/C,21:00:00,05h 30m,02:30:00,1.9,826,30
448,Delhi to Bareilly,https://www.redbus.in/bus-tickets/delhi-to-bareilly,Jaiswal Tour and Travels,A/C Seater/Sleeper (2+1),20:30:00,06h 00m,02:30:00,1.5,700,51
449,Delhi to Bareilly,https://www.redbus.in/bus-tickets/delhi-to-bareilly,Rahul Travels,AshokLeyland Stile A/C,21:30:00,06h 00m,03:30:00,1.7,826,29
450,Delhi to Bareilly,https://www.redbus.in/bus-tickets/delhi-to-bareilly,New Khaira TPT,A/C Seater / Sleeper (2+2),21:00:00,06h 00m,03:00:00,3.3,800,13
451,Delhi to Bareilly,https://www.redbus.in/bus-tickets/delhi-to-bareilly,Shri Krishna Bus Service,A/C Seater / Sleeper (2+1),23:02:00,03h 45m,02:47:00,2.5,1699,40
452,Delhi to Bareilly,https://www.redbus.in/bus-tickets/delhi-to-bareilly,Jaiswal Tour and Travels,A/C Sleeper (2+1),20:45:00,06h 00m,02:45:00,1.5,1650,30
453,Delhi to Bareilly,https://www.redbus.in/bus-tickets/delhi-to-bareilly,Jaiswal Tour and Travels,A/C Sleeper (2+1),21:00:00,06h 00m,03:00:00,1.5,1200,30
454,Delhi to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,Chaturvedi Bus Service,NON A/C Seater/ Sleeper (2+1),22:00:00,03h 30m,01:30:00,2.5,670,51
455,Delhi to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,Chaturvedi Bus Service,NON AC Seater / Sleeper 2+1,21:00:00,03h 30m,00:30:00,2.5,670,45
456,Delhi to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,Chaturvedi Bus Service,NON A/C Seater/ Sleeper (2+1),19:30:00,06h 00m,01:30:00,2.5,520,51
457,Delhi to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,Chaturvedi Bus Service,A/C Seater / Sleeper (2+1),20:40:00,05h 50m,02:30:00,2.5,570,48
458,Farrukhabad (Uttar Pradesh) to Delhi,https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,KVS Holidays,Non A/C Seater / Sleeper (2+1),20:30:00,09h 00m,05:30:00,1.0,699,30
459,Farrukhabad (Uttar Pradesh) to Delhi,https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,Chaturvedi Bus Service,NON A/C Seater/ Sleeper (2+1),20:00:00,09h 15m,05:15:00,3.5,450,51
460,Farrukhabad (Uttar Pradesh) to Delhi,https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,Chaturvedi Bus Service,A/C Seater / Sleeper (2+1),19:30:00,09h 30m,05:00:00,1.4,570,48
461,Farrukhabad (Uttar Pradesh) to Delhi,https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,Abhay Travels (I.R.T.C),Non A/C Seater / Sleeper (2+1),18:00:00,12h 00m,06:00:00,0.0,1200,26
462,Farrukhabad (Uttar Pradesh) to Delhi,https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,Yuvraj Travels,NON AC Seater / Sleeper 2+1,18:45:00,10h 15m,05:00:00,0.0,550,40
463,Farrukhabad (Uttar Pradesh) to Delhi,https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,Yuvraj Travels,NON AC Seater / Sleeper 2+1,19:00:00,10h 00m,05:00:00,0.0,550,40
464,Farrukhabad (Uttar Pradesh) to Delhi,https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,Yuvraj Travels,NON AC Seater / Sleeper 2+1,18:30:00,11h 30m,06:00:00,0.0,550,40
465,Farrukhabad (Uttar Pradesh) to Delhi,https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,Chaturvedi Bus Service,NON A/C Seater/ Sleeper (2+1),16:30:00,11h 00m,03:30:00,2.6,570,51
466,Farrukhabad (Uttar Pradesh) to Delhi,https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,Chaturvedi Bus Service,NON AC Seater / Sleeper 2+1,16:00:00,10h 30m,02:30:00,2.6,620,45
467,Farrukhabad (Uttar Pradesh) to Delhi,https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,Shree Krishna Shtabadi Travels,NON AC Seater / Sleeper 2+1,18:30:00,10h 50m,05:20:00,1.4,600,44
468,Farrukhabad (Uttar Pradesh) to Delhi,https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,Shree Krishna Shtabadi Travels,NON A/C Sleeper (2+1),19:00:00,11h 30m,06:30:00,1.4,1200,32
469,Farrukhabad (Uttar Pradesh) to Delhi,https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,Shivendra Travels,A/C Sleeper (2+1),20:00:00,09h 30m,05:30:00,0.0,3500,1
470,Badaun to Delhi,https://www.redbus.in/bus-tickets/badaun-to-delhi,UPSRTC - BDN0018,Ordinary Non AC Seater 2+3,05:30:00,06h 00m,11:30:00,3.3,403,52
471,Badaun to Delhi,https://www.redbus.in/bus-tickets/badaun-to-delhi,UPSRTC - GRH0090,Ordinary Non AC Seater 2+3,05:50:00,07h 00m,12:50:00,3.3,403,52
472,Badaun to Delhi,https://www.redbus.in/bus-tickets/badaun-to-delhi,UPSRTC - BDN0039,Ordinary Non AC Seater 2+3,06:00:00,06h 31m,12:31:00,3.3,411,52
473,Badaun to Delhi,https://www.redbus.in/bus-tickets/badaun-to-delhi,UPSRTC - GRH0091,Ordinary Non AC Seater 2+3,06:10:00,07h 00m,13:10:00,3.3,403,52
474,Badaun to Delhi,https://www.redbus.in/bus-tickets/badaun-to-delhi,UPSRTC - BDN0036,Ordinary Non AC Seater 2+3,07:00:00,06h 30m,13:30:00,3.3,411,52
475,Badaun to Delhi,https://www.redbus.in/bus-tickets/badaun-to-delhi,UPSRTC - BDN0041,Ordinary Non AC Seater 2+3,08:00:00,06h 30m,14:30:00,3.3,411,52
476,Badaun to Delhi,https://www.redbus.in/bus-tickets/badaun-to-delhi,UPSRTC - BDN0043,Ordinary Non AC Seater 2+3,09:00:00,06h 30m,15:30:00,3.3,411,52
477,Badaun to Delhi,https://www.redbus.in/bus-tickets/badaun-to-delhi,UPSRTC - BDN0045,Ordinary Non AC Seater 2+3,10:00:00,08h 30m,18:30:00,3.3,411,52
478,Badaun to Delhi,https://www.redbus.in/bus-tickets/badaun-to-delhi,UPSRTC - BDN0030,Ordinary Non AC Seater 2+3,10:30:00,06h 45m,17:15:00,3.3,368,52
479,Badaun to Delhi,https://www.redbus.in/bus-tickets/badaun-to-delhi,UPSRTC - KSB0006,Shatabdi AC Seater 2+2,12:00:00,06h 00m,18:00:00,2.7,505,3
480,Badaun to Delhi,https://www.redbus.in/bus-tickets/badaun-to-delhi,UPSRTC - SKD0022,Ordinary Non AC Seater 2+3,16:00:00,07h 45m,23:45:00,3.3,368,52
481,Badaun to Delhi,https://www.redbus.in/bus-tickets/badaun-to-delhi,UPSRTC - BDN0022,Ordinary Non AC Seater 2+3,20:00:00,06h 00m,02:00:00,3.3,403,52
482,Lucknow to Allahabad,https://www.redbus.in/bus-tickets/lucknow-to-allahabad,Mahalaxmi Travels,Bharat Benz A/C Seater /Sleeper (2+1),23:15:00,04h 30m,03:45:00,2.5,499,31
483,Lucknow to Allahabad,https://www.redbus.in/bus-tickets/lucknow-to-allahabad,Mahalaxmi Travels,Bharat Benz A/C Seater /Sleeper (2+1),06:30:00,04h 30m,11:00:00,2.0,899,32
484,Lucknow to Allahabad,https://www.redbus.in/bus-tickets/lucknow-to-allahabad,Goyal Travels,A/C Seater / Sleeper (2+1),23:49:00,04h 06m,03:55:00,1.6,500,41
485,Lucknow to Allahabad,https://www.redbus.in/bus-tickets/lucknow-to-allahabad,Sethi Yatra Company,A/C Seater/Sleeper (2+1),01:50:00,04h 05m,05:55:00,2.5,570,33
486,Lucknow to Allahabad,https://www.redbus.in/bus-tickets/lucknow-to-allahabad,Mahalaxmi Travels,Bharat Benz A/C Seater /Sleeper (2+1),04:40:00,04h 21m,09:01:00,2.3,899,29
487,Lucknow to Allahabad,https://www.redbus.in/bus-tickets/lucknow-to-allahabad,ARORA TRAVELS,Volvo AC Seater (2+2),22:00:00,04h 44m,02:44:00,4.6,703,25
488,Lucknow to Allahabad,https://www.redbus.in/bus-tickets/lucknow-to-allahabad,Gola Bus Service,VE A/C Seater / Sleeper (2+1),01:15:00,05h 20m,06:35:00,4.4,3499,44
489,Lucknow to Varanasi,https://www.redbus.in/bus-tickets/lucknow-to-varanasi,PTC-SKYBUS,A/C Seater/Sleeper (2+1),22:30:00,07h 00m,05:30:00,4.5,499,32
490,Lucknow to Varanasi,https://www.redbus.in/bus-tickets/lucknow-to-varanasi,Yolo Bus,A/C Sleeper (2+1),22:19:00,07h 24m,05:43:00,3.9,1099,24
491,Lucknow to Varanasi,https://www.redbus.in/bus-tickets/lucknow-to-varanasi,Mahalaxmi Travels,Bharat Benz A/C Seater /Sleeper (2+1),23:15:00,06h 30m,05:45:00,3.6,499,31
492,Lucknow to Varanasi,https://www.redbus.in/bus-tickets/lucknow-to-varanasi,Mahalaxmi Travels,Bharat Benz A/C Seater /Sleeper (2+1),06:30:00,06h 25m,12:55:00,3.7,899,31
493,Lucknow to Varanasi,https://www.redbus.in/bus-tickets/lucknow-to-varanasi,Raj Kalpana Travels Pvt.ltd.,A/C Seater/Sleeper (2+1),04:00:00,05h 00m,09:00:00,4.3,1575,40
494,Lucknow to Varanasi,https://www.redbus.in/bus-tickets/lucknow-to-varanasi,Crystal Bus Service,A/C Seater / Sleeper (2+1),22:00:00,06h 59m,04:59:00,4.4,399,35
495,Lucknow to Varanasi,https://www.redbus.in/bus-tickets/lucknow-to-varanasi,Goyal Travels,A/C Seater / Sleeper (2+1),23:49:00,06h 31m,06:20:00,1.9,500,38
496,Lucknow to Varanasi,https://www.redbus.in/bus-tickets/lucknow-to-varanasi,Sethi Yatra Company,A/C Seater/Sleeper (2+1),01:50:00,06h 05m,07:55:00,2.9,570,34
497,Lucknow to Varanasi,https://www.redbus.in/bus-tickets/lucknow-to-varanasi,R S YADAV SMART BUS PRIVATE LIMITED,VE A/C Seater / Sleeper (2+1),01:55:00,06h 10m,08:05:00,4.0,1599,30
498,Lucknow to Varanasi,https://www.redbus.in/bus-tickets/lucknow-to-varanasi,Mahalaxmi Travels,Bharat Benz A/C Seater /Sleeper (2+1),04:40:00,06h 21m,11:01:00,2.4,899,29
499,Lucknow to Varanasi,https://www.redbus.in/bus-tickets/lucknow-to-varanasi,Khajuraho Travels,A/C Seater / Sleeper (2+1),03:42:00,05h 30m,09:12:00,2.1,1801,32
500,Lucknow to Varanasi,https://www.redbus.in/bus-tickets/lucknow-to-varanasi,Vinay Travels,VE A/C Seater / Sleeper (2+1),04:40:00,04h 40m,09:20:00,3.0,1641,44
501,Lucknow to Varanasi,https://www.redbus.in/bus-tickets/lucknow-to-varanasi,Gola Bus Service,VE A/C Seater / Sleeper (2+1),01:15:00,07h 20m,08:35:00,4.4,3499,44
502,Lucknow to Varanasi,https://www.redbus.in/bus-tickets/lucknow-to-varanasi,Avadh Express,Bharat Benz A/C Seater (2+2),23:00:00,06h 00m,05:00:00,3.7,1199,26
503,Delhi to Badaun,https://www.redbus.in/bus-tickets/delhi-to-badaun,UPSRTC - BDN0064,Ordinary Non AC Seater 2+3,01:30:00,06h 00m,07:30:00,3.3,368,52
504,Delhi to Badaun,https://www.redbus.in/bus-tickets/delhi-to-badaun,UPSRTC - BDN0035,Ordinary Non AC Seater 2+3,02:30:00,06h 15m,08:45:00,3.3,368,50
505,Delhi to Badaun,https://www.redbus.in/bus-tickets/delhi-to-badaun,UPSRTC - BDN0026,Ordinary Non AC Seater 2+3,03:30:00,06h 30m,10:00:00,3.3,368,52
506,Delhi to Badaun,https://www.redbus.in/bus-tickets/delhi-to-badaun,UPSRTC - BDN0023,Ordinary Non AC Seater 2+3,04:00:00,06h 00m,10:00:00,1.7,403,52
507,Delhi to Badaun,https://www.redbus.in/bus-tickets/delhi-to-badaun,UPSRTC - ATR0119,Ordinary Non AC Seater 2+3,05:30:00,05h 50m,11:20:00,3.3,342,52
508,Delhi to Badaun,https://www.redbus.in/bus-tickets/delhi-to-badaun,UPSRTC - SKD0021,Ordinary Non AC Seater 2+3,05:30:00,08h 15m,13:45:00,3.3,368,52
509,Delhi to Badaun,https://www.redbus.in/bus-tickets/delhi-to-badaun,UPSRTC - GNA0076,Ordinary Non AC Seater 2+3,06:22:00,05h 40m,12:02:00,3.3,334,52
510,Delhi to Badaun,https://www.redbus.in/bus-tickets/delhi-to-badaun,UPSRTC - KSB0003,Shatabdi AC Seater 2+2,11:00:00,06h 00m,17:00:00,3.8,505,23
511,Delhi to Badaun,https://www.redbus.in/bus-tickets/delhi-to-badaun,UPSRTC - BDN0019,Ordinary Non AC Seater 2+3,12:30:00,06h 30m,19:00:00,3.3,403,52
512,Delhi to Badaun,https://www.redbus.in/bus-tickets/delhi-to-badaun,UPSRTC - BDN0040,Ordinary Non AC Seater 2+3,13:00:00,06h 30m,19:30:00,3.3,411,52
513,Delhi to Badaun,https://www.redbus.in/bus-tickets/delhi-to-badaun,UPSRTC - BDN0076,Rajdhani Non AC Seater 2+3,13:36:00,05h 55m,19:31:00,3.3,368,51
514,Delhi to Badaun,https://www.redbus.in/bus-tickets/delhi-to-badaun,UPSRTC - BDN0037,Ordinary Non AC Seater 2+3,14:00:00,06h 20m,20:20:00,3.3,407,52
515,Delhi to Badaun,https://www.redbus.in/bus-tickets/delhi-to-badaun,UPSRTC - GRH0088,Ordinary Non AC Seater 2+3,14:00:00,07h 05m,21:05:00,3.3,403,52
516,Delhi to Badaun,https://www.redbus.in/bus-tickets/delhi-to-badaun,UPSRTC - GRH0089,Ordinary Non AC Seater 2+3,14:30:00,07h 05m,21:35:00,3.3,403,52
517,Delhi to Badaun,https://www.redbus.in/bus-tickets/delhi-to-badaun,UPSRTC - BDN0042,Ordinary Non AC Seater 2+3,15:30:00,06h 30m,22:00:00,3.3,411,52
518,Delhi to Badaun,https://www.redbus.in/bus-tickets/delhi-to-badaun,UPSRTC - BDN0044,Ordinary Non AC Seater 2+3,19:00:00,06h 30m,01:30:00,3.3,411,52
519,Delhi to Badaun,https://www.redbus.in/bus-tickets/delhi-to-badaun,UPSRTC - BDN0046,Ordinary Non AC Seater 2+3,21:00:00,06h 30m,03:30:00,3.3,411,52
520,Kozhikode to Mysore,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,LIYAS TOURS,Bharat Benz A/C Sleeper (2+1),03:40:00,04h 20m,08:00:00,3.3,799,1
521,Kozhikode to Mysore,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Kyros Connect,Bharat Benz A/C Semi Sleeper (2+2),12:15:00,05h 30m,17:45:00,4.6,599,24
522,Kozhikode to Mysore,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),03:30:00,05h 30m,09:00:00,2.7,750,6
523,Kozhikode to Mysore,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,A1 Travels,Bharat Benz A/C Sleeper (2+1),04:00:00,04h 15m,08:15:00,3.0,900,20
524,Kozhikode to Mysore,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Orange Tours And Travels,Bharat Benz A/C Sleeper (2+1),14:00:00,06h 30m,20:30:00,3.3,1700,28
525,Kozhikode to Mysore,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Bharathi Travels,A/C Sleeper (2+1),15:00:00,06h 00m,21:00:00,3.1,2400,20
526,Kozhikode to Mysore,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,A1 Travels,A/C Seater / Sleeper (2+1),20:00:00,08h 00m,04:00:00,3.3,1100,8
527,Kozhikode to Mysore,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,SAAM BUS,VE A/C Sleeper (2+1),20:30:00,07h 30m,04:00:00,4.3,1700,14
528,Kozhikode to Mysore,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,National travels and logistics,NON A/C Sleeper (2+1),20:45:00,07h 15m,04:00:00,3.3,1290,24
529,Kozhikode to Mysore,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,National travels and logistics,A/C Sleeper (2+1),21:00:00,06h 15m,03:15:00,3.3,1490,22
530,Kozhikode to Mysore,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,SKS Tours & Travels,A/C Sleeper (2+1),21:00:00,07h 00m,04:00:00,4.0,1699,21
531,Kozhikode to Mysore,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Sam Tourist,NON AC Seater / Sleeper 2+1,21:00:00,07h 00m,04:00:00,3.1,1299,18
532,Kozhikode to Mysore,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Suraj Holidays,NON AC Seater / Sleeper 2+1,21:00:00,06h 00m,03:00:00,3.9,1050,16
533,Kozhikode to Mysore,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,NS Transports,VE A/C Sleeper (2+1),21:15:00,06h 15m,03:30:00,4.2,1600,20
534,Kozhikode to Mysore,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,A1 Travels,Bharat Benz A/C Seater /Sleeper (2+1),21:15:00,07h 15m,04:30:00,3.3,1300,11
535,Kozhikode to Mysore,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,SKS Tourist Corporation (REGD),A/C Sleeper (2+1),21:30:00,07h 15m,04:45:00,3.6,1799,29
536,Kozhikode to Mysore,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,A1 Travels,Non A/C Seater / Sleeper (2+1),21:30:00,06h 30m,04:00:00,3.3,900,10
537,Kozhikode to Mysore,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,DA Transports,A/C Sleeper (2+1),21:50:00,06h 40m,04:30:00,3.6,1299,28
538,Kozhikode to Mysore,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Suraj Holidays,VE A/C Sleeper (2+1),22:00:00,07h 00m,05:00:00,3.6,1500,22
539,Kozhikode to Mysore,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,DA Transports,A/C Sleeper (2+1),22:00:00,06h 40m,04:40:00,3.6,1499,31
540,Kozhikode to Mysore,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),13:45:00,05h 45m,19:30:00,2.7,1750,22
541,Kozhikode to Mysore,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Ravina Travels (Regd),A/C Sleeper (2+1),14:35:00,06h 55m,21:30:00,2.9,1349,23
542,Kozhikode to Mysore,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,SAAM BUS,A/C Seater (2+2),20:30:00,07h 30m,04:00:00,0.0,1500,27
543,Kozhikode to Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,BLM Transports,A/C Sleeper (2+1),22:00:00,09h 00m,07:00:00,4.1,1140,17
544,Kozhikode to Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,A1 Travels,A/C Seater / Sleeper (2+1),20:05:00,09h 25m,05:30:00,3.7,650,40
545,Kozhikode to Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,LIYAS TOURS,Bharat Benz A/C Sleeper (2+1),23:05:00,08h 35m,07:40:00,4.3,1099,23
546,Kozhikode to Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,Madhavi Travels,A/C Sleeper (2+1),22:20:00,08h 10m,06:30:00,3.5,999,12
